,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Temp,Wind Speed
346,awbari,LY,26.5921,12.7805,1585238958.0,0.0,22.0,74.61,18.1
347,santa flavia,IT,38.085,13.5351,1585239087.0,75.0,76.0,51.8,28.86
349,saint-philippe,RE,-21.3585,55.7679,1585238728.0,0.0,74.0,78.8,8.05
350,avera,US,33.194,-82.5271,1585239310.0,1.0,60.0,68.0,6.93
351,rojhan,PK,28.6868,69.9534,1585238729.0,100.0,66.0,67.23,15.57
352,nieuw amsterdam,SR,5.8833,-55.0833,1585239263.0,40.0,58.0,87.8,4.7
353,chara,RU,56.9064,118.2631,1585239054.0,100.0,70.0,0.09,4.12
355,berlevag,NO,70.8578,29.0864,1585238726.0,40.0,74.0,35.6,24.16
356,lavrentiya,RU,65.5833,-171.0,1585239300.0,100.0,94.0,14.67,12.15
357,kapoeta,SS,4.7717,33.5903,1585238710.0,78.0,26.0,95.67,5.48
358,bellefontaine,US,40.3612,-83.7597,1585239345.0,1.0,82.0,60.8,12.75
359,ilhabela,BR,-23.7781,-45.3581,1585239272.0,0.0,70.0,75.87,9.08
360,ilebo,CD,-4.3167,20.5833,1585238943.0,100.0,93.0,76.59,3.15
361,port keats,AU,-14.25,129.55,1585239059.0,0.0,73.0,81.81,5.26
362,ende,ID,-8.8432,121.6623,1585238954.0,100.0,77.0,83.25,6.76
363,kalmunai,LK,7.4167,81.8167,1585238949.0,89.0,69.0,82.71,10.94
364,fereydun kenar,IR,36.6864,52.5225,1585238943.0,75.0,87.0,55.4,4.7
365,puksoozero,RU,62.5903,40.6066,1585238713.0,0.0,87.0,36.27,7.11
366,banda aceh,ID,5.5577,95.3222,1585238949.0,100.0,91.0,75.15,3.85
367,aranos,NA,-24.1333,19.1167,1585239262.0,0.0,18.0,87.93,6.49
368,sagaing,MM,21.8787,95.9797,1585238953.0,20.0,47.0,77.0,5.32
370,yinchuan,CN,38.4681,106.2731,1585238949.0,18.0,17.0,41.0,3.0
371,kavieng,PG,-2.5744,150.7967,1585239059.0,100.0,79.0,82.71,15.21
372,hun,LY,29.1268,15.9477,1585238958.0,71.0,38.0,67.95,14.34
373,oktyabrskoye,RU,43.0645,44.7417,1585238714.0,90.0,76.0,48.2,2.24
374,fort nelson,CA,58.8053,-122.7002,1585239371.0,90.0,89.0,32.0,14.99
375,bloomingdale,US,27.8936,-82.2404,1585239301.0,40.0,61.0,84.99,6.93
376,port-gentil,GA,-0.7193,8.7815,1585238957.0,20.0,79.0,84.2,4.7
377,santa cruz de la palma,ES,28.6835,-17.7642,1585238955.0,20.0,56.0,69.8,6.93
378,san luis,AR,-33.295,-66.3356,1585239291.0,0.0,51.0,73.71,0.69
379,toppenish,US,46.3774,-120.3087,1585239363.0,1.0,64.0,42.01,3.36
380,luanda,AO,-8.8368,13.2343,1585238942.0,20.0,62.0,86.0,10.29
381,baruun-urt,MN,46.6806,113.2792,1585238957.0,67.0,34.0,19.35,7.7
382,great yarmouth,GB,52.6083,1.7305,1585238958.0,99.0,39.0,51.01,11.41
383,grand gaube,MU,-20.0064,57.6608,1585238728.0,40.0,78.0,80.6,6.93
384,shingu,JP,33.7333,135.9833,1585238956.0,100.0,89.0,62.91,14.14
385,padang,ID,-0.9492,100.3543,1585238896.0,100.0,97.0,68.49,3.56
386,vostok,RU,46.4856,135.8833,1585239051.0,100.0,99.0,33.75,1.7
387,miri,MY,4.4148,114.0089,1585238955.0,75.0,94.0,80.6,4.7
388,cristinapolis,BR,-11.4756,-37.7553,1585239272.0,100.0,66.0,85.05,11.86
389,mega,ET,4.05,38.3,1585238709.0,100.0,76.0,72.63,6.38
390,broken hill,AU,-31.95,141.4333,1585238943.0,34.0,31.0,59.0,5.77
391,waingapu,ID,-9.6567,120.2641,1585238954.0,98.0,75.0,84.69,8.05
393,ulladulla,AU,-35.35,150.4667,1585239062.0,75.0,100.0,61.0,4.7
394,sitka,US,57.0531,-135.33,1585239362.0,90.0,93.0,37.4,4.97
395,codajas,BR,-3.8367,-62.0569,1585239286.0,1.0,48.0,94.77,2.68
396,san carlos de bariloche,AR,-41.1456,-71.3082,1585239478.0,0.0,42.0,66.2,2.24
397,lakes entrance,AU,-37.8811,147.981,1585239067.0,0.0,92.0,44.01,11.27
398,soledade,BR,-28.8183,-52.5103,1585239268.0,24.0,34.0,84.15,3.02
399,abalak,RU,58.1286,68.5944,1585238734.0,100.0,96.0,32.31,14.54
400,havre-saint-pierre,CA,50.2334,-63.5986,1585239371.0,1.0,55.0,33.8,11.41
401,loharu,IN,28.45,75.8167,1585238731.0,100.0,57.0,71.37,0.38
402,arlit,NE,18.7369,7.3853,1585239078.0,0.0,7.0,91.71,14.67
403,tlapacoyan,MX,19.9667,-97.2167,1585239277.0,0.0,46.0,81.09,2.84
404,hudiksvall,SE,61.729,17.1036,1585239108.0,100.0,60.0,51.01,1.01
406,doliana,GR,39.9032,20.5794,1585238724.0,100.0,43.0,55.4,10.29
407,yulara,AU,-25.2406,130.9889,1585239382.0,33.0,28.0,80.6,10.29
409,lerwick,GB,60.1545,-1.1494,1585239096.0,20.0,81.0,46.4,9.17
410,filadelfia,US,39.9523,-75.1638,1585239323.0,40.0,61.0,54.0,3.36
411,mehamn,NO,71.0357,27.8492,1585238726.0,40.0,74.0,37.4,24.16
412,shimoda,JP,34.6667,138.95,1585238956.0,100.0,83.0,53.01,13.67
413,san fernando,PH,15.0286,120.6898,1585238954.0,40.0,69.0,82.99,4.7
414,russellville,US,35.2784,-93.1338,1585239301.0,1.0,83.0,71.01,12.75
415,bongor,TD,10.2806,15.3722,1585238959.0,100.0,27.0,96.21,7.36
416,conceicao da barra,BR,-18.5933,-39.7322,1585239272.0,24.0,66.0,78.57,14.76
417,xinzhi,CN,36.4989,111.7047,1585238949.0,100.0,71.0,41.67,7.27
418,reyes,BO,-14.3167,-67.3833,1585239295.0,100.0,69.0,85.05,2.46
419,taiyuan,CN,37.8694,112.5603,1585238908.0,100.0,34.0,37.4,11.18
420,vrangel,RU,42.7297,133.0839,1585238957.0,67.0,87.0,39.33,4.79
421,prieska,ZA,-29.6641,22.7474,1585238728.0,0.0,13.0,81.45,10.11
422,terrace,CA,54.5163,-128.6035,1585239374.0,90.0,93.0,35.6,19.46
423,kamennogorsk,RU,60.9545,29.1339,1585238714.0,70.0,57.0,48.2,9.17
424,mariestad,SE,58.7097,13.8237,1585239108.0,0.0,28.0,55.4,6.93
425,khandyga,RU,62.6667,135.6,1585239057.0,100.0,92.0,20.61,3.58
426,castanos,MX,26.7833,-101.4167,1585239300.0,0.0,64.0,77.49,3.13
427,mayo,US,38.8876,-76.5119,1585239311.0,75.0,76.0,55.0,13.87
428,matara,LK,5.9485,80.5353,1585238949.0,100.0,70.0,79.47,9.62
429,lorengau,PG,-2.0226,147.2712,1585239059.0,100.0,80.0,81.81,13.82
430,sabha,LY,27.0377,14.4283,1585238958.0,0.0,22.0,75.87,21.43
431,deori khas,IN,23.4,79.0167,1585238952.0,47.0,33.0,83.25,2.77
432,beloomut,RU,54.9448,39.3394,1585238716.0,0.0,55.0,47.07,5.48
433,chany,RU,55.3121,76.7647,1585238734.0,86.0,84.0,21.15,18.88
434,ikwiriri,TZ,-7.9562,38.9716,1585238705.0,100.0,92.0,80.19,4.03
435,yate,GB,51.5407,-2.4184,1585238959.0,0.0,28.0,59.0,13.87
436,freeport,US,40.6576,-73.5832,1585239345.0,20.0,62.0,52.0,9.17
437,ketchikan,US,55.3422,-131.6461,1585239362.0,90.0,100.0,41.0,5.82
438,dehloran,IR,32.6941,47.2679,1585238943.0,100.0,36.0,72.99,7.92
439,flin flon,CA,54.7682,-101.865,1585239371.0,75.0,79.0,21.2,5.82
440,zhigansk,RU,66.7697,123.3711,1585239051.0,100.0,90.0,-6.57,17.76
441,yar-sale,RU,66.8333,70.8333,1585238733.0,80.0,87.0,28.53,14.61
442,saskylakh,RU,71.9167,114.0833,1585239051.0,0.0,95.0,-6.93,8.72
443,leningradskiy,RU,69.3833,178.4167,1585239059.0,92.0,96.0,-13.95,5.19
444,sao filipe,CV,14.8961,-24.4956,1585239263.0,0.0,76.0,67.41,22.03
445,yuksekova,TR,37.5736,44.2872,1585238943.0,75.0,70.0,48.2,4.7
446,quatre cocos,MU,-20.2078,57.7625,1585238729.0,40.0,78.0,80.6,6.93
447,koumac,NC,-20.5667,164.2833,1585239060.0,13.0,92.0,69.21,5.01
448,kilakarai,IN,9.2333,78.7833,1585238949.0,100.0,71.0,84.33,23.17
449,yokadouma,CM,3.5167,15.05,1585239073.0,100.0,43.0,89.91,2.26
450,marstal,DK,54.8562,10.5173,1585239093.0,0.0,31.0,48.2,12.75
451,ponta do sol,PT,32.6667,-17.1,1585239073.0,75.0,72.0,62.6,5.82
452,korla,CN,41.7597,86.1469,1585238948.0,83.0,39.0,31.77,3.2
453,verkhoyansk,RU,67.5447,133.385,1585239051.0,100.0,93.0,-4.23,4.05
454,husavik,IS,66.0449,-17.3389,1585239093.0,75.0,51.0,35.6,13.87
455,polovinnoye,RU,54.7914,65.9864,1585238733.0,100.0,88.0,29.61,19.55
456,darnah,LY,32.767,22.6367,1585238942.0,65.0,81.0,60.93,24.47
457,litovko,RU,49.2361,135.1742,1585239051.0,68.0,86.0,30.87,10.11
458,roald,NO,62.5833,6.1333,1585239241.0,75.0,70.0,48.2,20.8
459,okha,RU,53.5739,142.9478,1585238958.0,86.0,98.0,20.97,8.81
460,letterkenny,IE,54.95,-7.7333,1585238960.0,100.0,70.0,48.2,13.87
463,shakhtinsk,KZ,49.71,72.5872,1585238734.0,0.0,92.0,23.0,4.47
464,makat,KZ,47.6469,53.3463,1585238717.0,0.0,27.0,49.41,3.49
465,kolarovo,SK,47.9229,17.9847,1585239218.0,93.0,40.0,53.6,12.75
466,pakxan,LA,18.3778,103.6601,1585238954.0,0.0,56.0,77.67,4.34
467,northam,GB,51.0333,-4.2167,1585239095.0,0.0,35.0,57.2,11.41
468,aitape,PG,-3.1374,142.3475,1585239059.0,100.0,75.0,82.35,5.5
469,pangnirtung,CA,66.1451,-65.7125,1585239372.0,90.0,53.0,-2.2,3.36
471,gastello,RU,49.1167,142.9667,1585239059.0,54.0,84.0,27.63,8.43
472,ystad,SE,55.4297,13.8204,1585238961.0,0.0,24.0,45.0,9.17
473,sebinkarahisar,TR,40.2883,38.4236,1585238947.0,84.0,92.0,35.73,2.19
474,valparaiso,CL,-33.0393,-71.6273,1585239295.0,90.0,100.0,59.0,4.7
475,araioses,BR,-2.89,-41.9031,1585239267.0,40.0,70.0,87.8,3.36
476,maningrida,AU,-12.0667,134.2667,1585239059.0,100.0,82.0,80.91,13.0
477,hirado,JP,33.3597,129.5531,1585238957.0,100.0,95.0,62.01,8.01
478,kemijarvi,FI,66.7131,27.4306,1585238718.0,0.0,81.0,33.21,11.01
479,elko,US,41.0002,-115.5012,1585239362.0,1.0,68.0,32.0,8.19
480,byron bay,AU,-28.65,153.6167,1585239072.0,90.0,93.0,66.99,6.93
481,atambua,ID,-9.1061,124.8925,1585238954.0,100.0,89.0,75.33,2.06
482,sola,VU,-13.8833,167.55,1585239060.0,78.0,75.0,83.79,8.14
483,pulandian,CN,39.3953,121.9669,1585238949.0,75.0,60.0,42.8,11.18
484,darhan,MN,49.4867,105.9228,1585238957.0,59.0,36.0,21.33,3.02
485,wajima,JP,37.4,136.9,1585238746.0,0.0,56.0,53.37,11.39
486,bundu,IN,23.1833,85.5833,1585238952.0,0.0,50.0,77.0,5.32
487,asau,RO,46.4333,26.4,1585238721.0,0.0,33.0,57.2,6.93
488,valdivia,CL,-39.8142,-73.2459,1585239295.0,0.0,68.0,64.4,2.24
489,jumla,NP,29.2747,82.1838,1585238733.0,100.0,63.0,46.71,2.62
491,corlu,TR,41.1592,27.8,1585238947.0,75.0,81.0,48.0,26.4
492,erenhot,CN,43.6475,111.9767,1585238949.0,0.0,21.0,26.91,6.38
493,takanabe,JP,32.1333,131.5,1585238956.0,100.0,87.0,63.45,9.42
494,novorzhev,RU,57.0294,29.3338,1585238714.0,0.0,51.0,47.07,5.97
496,abu dhabi,AE,24.4667,54.3667,1585238942.0,92.0,69.0,75.0,8.05
497,yugo-kamskiy,RU,57.7053,55.5894,1585238711.0,100.0,69.0,37.4,8.95
498,sabang,ID,5.8933,95.3214,1585238949.0,100.0,68.0,85.05,5.68
499,alta floresta,BR,-9.8756,-56.0861,1585239381.0,75.0,59.0,91.4,3.36
500,olafsvik,IS,64.8945,-23.7142,1585239268.0,88.0,61.0,33.93,17.74
501,danielskuil,ZA,-28.1887,23.5395,1585238728.0,2.0,17.0,76.05,11.3
502,langsa,ID,4.4683,97.9683,1585238949.0,100.0,86.0,78.57,2.82
503,alvaraes,BR,-3.2208,-64.8042,1585239286.0,40.0,94.0,80.6,2.24
504,laizhou,CN,37.1823,119.9325,1585238949.0,100.0,39.0,42.03,14.18
505,kuching,MY,1.55,110.3333,1585238955.0,40.0,100.0,75.2,2.24
506,guelph,CA,43.5501,-80.2497,1585239371.0,90.0,71.0,57.0,16.11
507,miraflores,MX,19.2167,-98.8083,1585239291.0,5.0,29.0,78.8,3.36
508,chaihe,CN,44.7667,129.7,1585238948.0,100.0,51.0,28.35,7.9
509,kieta,PG,-6.2167,155.6333,1585239059.0,100.0,83.0,79.65,3.33
510,eugene,US,44.0521,-123.0867,1585239362.0,1.0,93.0,37.99,2.17
511,sorland,NO,67.667,12.6934,1585239241.0,75.0,86.0,41.0,24.16
512,manicore,BR,-5.8092,-61.3003,1585239286.0,75.0,79.0,86.0,8.05
513,ironton,US,38.5368,-82.6829,1585239323.0,1.0,59.0,63.0,6.93
514,baykit,RU,61.67,96.37,1585238734.0,100.0,94.0,24.93,8.95
515,sydney,AU,-33.8679,151.2073,1585238892.0,75.0,100.0,64.99,2.24
516,ust-nera,RU,64.5667,143.2,1585239059.0,100.0,94.0,2.97,7.85
517,oum hadjer,TD,13.2954,19.6966,1585238959.0,0.0,7.0,107.55,7.31
518,okhotsk,RU,59.3833,143.3,1585239059.0,0.0,77.0,15.03,2.24
519,longyearbyen,SJ,78.2186,15.6401,1585238961.0,75.0,65.0,8.6,8.05
520,saint-paul,RE,-21.0096,55.2707,1585238948.0,57.0,74.0,78.8,16.11
521,volosovo,RU,59.4333,29.4833,1585238712.0,20.0,56.0,44.6,6.71
523,sao joao da barra,BR,-21.6403,-41.0511,1585239269.0,75.0,78.0,78.8,11.41
524,boa vista,BR,2.8197,-60.6733,1585239286.0,20.0,38.0,93.2,12.75
525,sikasso,ML,10.9167,-7.0,1585239078.0,57.0,24.0,100.17,2.04
526,mangrol,IN,21.1167,70.1167,1585238950.0,89.0,69.0,78.57,25.88
527,bubaque,GW,11.2833,-15.8333,1585239077.0,34.0,59.0,79.29,12.03
528,taixing,CN,32.1667,120.0136,1585238949.0,100.0,96.0,55.99,3.0
529,lethem,GY,3.3803,-59.7968,1585239263.0,8.0,42.0,91.53,14.12
530,aksu,CN,41.1231,80.2644,1585238948.0,100.0,27.0,49.05,7.65
531,meulaboh,ID,4.1363,96.1285,1585238949.0,100.0,75.0,81.63,8.81
532,taree,AU,-31.9,152.4667,1585238943.0,41.0,100.0,63.0,6.93
533,batsfjord,NO,70.6345,29.7185,1585238726.0,75.0,64.0,37.4,21.92
534,marzuq,YE,14.4,46.4667,1585238704.0,5.0,55.0,76.23,17.18
535,san pedro de macoris,DO,18.4616,-69.2972,1585239277.0,75.0,78.0,84.99,4.7
536,granja,BR,-3.1203,-40.8261,1585239267.0,95.0,81.0,85.23,2.53
537,lasa,IT,46.6166,10.7002,1585239249.0,75.0,42.0,48.2,5.82
538,cartagena del chaira,CO,1.3349,-74.8429,1585239291.0,97.0,58.0,90.27,1.86
539,ucluelet,CA,48.9329,-125.5528,1585239374.0,90.0,100.0,44.01,2.24
540,san rafael,AR,-34.6177,-68.3301,1585239291.0,0.0,38.0,70.65,7.47
541,tocache,PE,-8.1842,-76.5125,1585239291.0,1.0,57.0,82.71,1.05
543,sovetskiy,RU,61.3614,63.5842,1585238953.0,66.0,84.0,31.77,9.24
544,santiago del estero,AR,-27.7951,-64.2615,1585239291.0,100.0,85.0,64.71,4.52
545,rockport,US,28.0206,-97.0544,1585239330.0,90.0,65.0,81.0,10.29
546,bushehr,IR,28.9684,50.8385,1585238943.0,20.0,49.0,71.6,4.7
547,vysha,RU,53.8477,42.3777,1585238711.0,0.0,64.0,44.01,5.17
548,paralimni,CY,35.0375,33.9833,1585238704.0,100.0,72.0,66.2,3.36
551,balkanabat,TM,39.5108,54.3671,1585238943.0,0.0,20.0,53.73,6.73
552,nishihara,JP,26.1842,127.7558,1585239047.0,75.0,83.0,73.4,13.87
554,labuhan,ID,-6.8844,112.2051,1585239501.0,38.0,90.0,77.49,1.79
555,tommot,RU,58.9564,126.2925,1585239051.0,100.0,95.0,-0.63,6.6
556,zhigalovo,RU,54.8097,105.1578,1585239051.0,49.0,95.0,8.37,2.71
557,irbit,RU,57.6705,63.071,1585238953.0,100.0,97.0,32.85,14.54
559,vestmannaeyjar,IS,63.4427,-20.2734,1585239268.0,20.0,63.0,35.6,24.16
560,fare,PF,-16.7,-151.0167,1585239300.0,82.0,67.0,83.43,10.47
561,portel,BR,-1.9356,-50.8211,1585239263.0,77.0,61.0,87.21,3.67
562,tucuma,BR,-0.1833,-50.05,1585239263.0,37.0,80.0,82.35,4.54
563,verkhnevilyuysk,RU,63.4453,120.3167,1585239051.0,100.0,95.0,-1.53,4.88
566,krasnovishersk,RU,60.4078,57.082,1585238945.0,95.0,93.0,33.21,8.14
567,manyana,BW,-23.4,21.7167,1585238728.0,51.0,20.0,88.11,7.72
568,karpogory,RU,64.0019,44.4451,1585238714.0,0.0,81.0,32.85,8.14
569,likasi,CD,-10.9814,26.7333,1585238947.0,87.0,91.0,72.99,3.15
570,tikrit,IQ,34.6071,43.6782,1585238942.0,100.0,47.0,71.37,4.54
571,thanh hoa,VN,19.8,105.7667,1585238953.0,6.0,92.0,75.33,11.63
572,shreveport,US,32.5251,-93.7502,1585239311.0,1.0,69.0,77.0,16.11
573,monrovia,LR,6.3005,-10.7969,1585238958.0,75.0,63.0,91.4,11.41
574,nantucket,US,41.2835,-70.0995,1585239336.0,1.0,61.0,46.4,25.28
575,lander,US,42.833,-108.7307,1585239363.0,1.0,64.0,39.0,18.34
576,elizabeth city,US,36.2946,-76.2511,1585239314.0,75.0,62.0,55.0,5.82
577,nyurba,RU,63.2842,118.3319,1585239051.0,100.0,96.0,-1.89,3.11
578,faanui,PF,-16.4833,-151.75,1585239300.0,21.0,69.0,83.61,11.7
579,touros,BR,-5.1989,-35.4608,1585239263.0,40.0,55.0,89.6,10.29
581,westport,US,41.1415,-73.3579,1585239331.0,1.0,56.0,52.0,11.41
583,zhangye,CN,38.9342,100.4517,1585238949.0,32.0,17.0,39.69,4.52
584,kirksville,US,40.1948,-92.5833,1585239344.0,90.0,87.0,51.8,10.29
585,kudahuvadhoo,MV,2.6708,72.8944,1585238733.0,27.0,71.0,84.33,11.61
587,souillac,MU,-20.5167,57.5167,1585238728.0,40.0,78.0,80.6,6.93
588,miandrivazo,MG,-19.5167,45.4667,1585238948.0,12.0,77.0,82.17,5.12
589,aripuana,BR,-9.1667,-60.6333,1585239286.0,71.0,79.0,84.87,3.6
590,dubbo,AU,-32.25,148.6167,1585238943.0,59.0,82.0,59.0,10.29
591,dauphin,CA,51.1494,-100.0502,1585239371.0,90.0,80.0,30.2,10.29
592,buala,SB,-8.145,159.5921,1585239059.0,100.0,75.0,80.01,3.36
593,suntar,RU,62.1444,117.6319,1585239051.0,100.0,96.0,4.95,2.84
594,biak,ID,-0.9131,122.8766,1585238954.0,33.0,75.0,82.53,5.23
595,weymouth,US,42.2209,-70.9398,1585239337.0,20.0,48.0,48.0,8.05
596,nogliki,RU,51.8333,143.1667,1585239059.0,68.0,98.0,19.17,6.17
597,sibu,MY,2.3,111.8167,1585238955.0,75.0,100.0,75.2,2.24
598,ossora,RU,59.2353,163.0719,1585239059.0,48.0,96.0,24.93,6.96
599,beringovskiy,RU,63.05,179.3167,1585239059.0,100.0,96.0,29.79,5.86
600,jodhpur,IN,26.2867,73.03,1585238951.0,100.0,56.0,72.99,4.65
601,paamiut,GL,61.994,-49.6678,1585239268.0,75.0,57.0,16.65,10.54
602,melton,AU,-37.6833,144.5833,1585238943.0,75.0,87.0,61.0,6.93
603,luena,AO,-11.7833,19.9167,1585239262.0,100.0,75.0,72.99,4.18
605,gandai,IN,21.6667,81.1,1585238732.0,5.0,24.0,90.09,2.33
606,brezice,SI,45.9033,15.5911,1585239258.0,90.0,80.0,41.0,6.93
607,maltahohe,NA,-24.8333,16.9833,1585239263.0,64.0,14.0,85.23,3.56
608,guaymas,MX,27.9333,-110.9,1585239300.0,75.0,49.0,71.01,6.8
609,olinda,BR,-8.0089,-34.8553,1585239263.0,40.0,62.0,87.8,9.17
611,raudeberg,NO,61.9875,5.1352,1585239241.0,20.0,75.0,48.2,10.29
612,lyaskelya,RU,61.7667,31.0167,1585238711.0,95.0,75.0,41.31,5.64
613,hokitika,NZ,-42.7167,170.9667,1585239073.0,77.0,81.0,54.09,7.74
615,rio grande,BR,-32.035,-52.0986,1585239269.0,20.0,54.0,84.2,6.93
616,nouakchott,MR,18.0858,-15.9785,1585238959.0,0.0,39.0,78.8,16.11
617,high level,CA,58.5169,-117.136,1585239371.0,90.0,73.0,24.8,5.82
618,yayva,RU,59.3303,57.2641,1585238712.0,100.0,68.0,34.0,3.0
619,lazaro cardenas,MX,17.9583,-102.2,1585239300.0,0.0,56.0,80.91,1.41
620,sibolga,ID,1.7427,98.7792,1585238949.0,100.0,97.0,72.99,1.7
621,lithgow,AU,-33.4833,150.15,1585239067.0,75.0,100.0,60.01,2.24
622,curti,IN,15.4167,74.0167,1585238732.0,20.0,79.0,84.2,6.93
623,lompoc,US,34.6391,-120.4579,1585239356.0,75.0,81.0,48.99,8.39
624,acarau,BR,-2.8856,-40.12,1585239268.0,100.0,65.0,89.37,1.66
625,imbituba,BR,-28.24,-48.6703,1585239272.0,57.0,69.0,82.4,12.75
